100 10000
30 36 15
91 56 14
31 29 16
8 97 11
98 94 18
31 29 12
15 73 14
1 11 11
92 62 11
29 37 15
12 38 18
15 73 17
86 26 15
75 24 10
19 80 18
15 39 10
1 11 18
98 94 11
12 27 13
6 41 19
4 74 16
23 31 13
89 25 15
99 92 20
39 55 15
12 27 11
35 99 16
90 87 11
98 94 13
42 64 14
29 37 19
15 39 18
12 27 11
83 28 19
59 14 20
29 37 15
44 68 20
40 5 17
53 72 17
65 79 18
52 93 12
21 84 17
60 3 10
15 39 17
23 31 15
89 25 13
75 24 11
46 74 20
75 24 16
23 31 12
35 99 16
98 94 20
57 36 16
98 94 10
15 91 19
14 67 11
15 91 18
40 5 17
15 91 17
36 77 10
44 68 20
15 91 14
72 75 16
24 64 18
3 93 12
38 45 19
1 11 20
15 39 17
29 37 19
69 83 15
17 9 18
52 93 18
38 45 16
75 24 15
69 83 20
60 3 16
38 45 11
56 44 20
44 13 11
15 91 20
15 39 16
83 34 19
41 9 11
15 91 10
29 37 14
23 31 18
46 74 14
51 36 18
89 25 14
23 31 10
46 74 14
99 65 10
19 80 15
31 29 19
47 33 19
30 36 18
97 48 15
70 71 18
24 59 17
98 94 10
24 64 14
15 39 18
40 22 18
89 25 15
38 45 15
75 24 14
99 65 13
14 67 11
19 80 10
54 90 20
89 25 11
12 38 20
98 94 11
82 1 19
15 73 18
41 9 18
17 9 18
59 14 20
40 22 16
51 31 15
19 80 13
15 39 13
99 65 16
54 90 11
44 13 10
19 80 20
59 14 17
12 27 14
89 25 17
24 59 14
88 58 15
33 95 17
75 24 11
19 80 12
38 45 12
89 25 20
19 80 13
44 13 10
75 96 13
83 34 12
19 80 12
66 67 16
56 44 19
40 5 18
56 44 13
75 24 14
59 14 20
87 24 18
52 93 17
15 91 20
92 62 20
53 72 14
12 27 20
42 64 10
66 67 20
21 84 13
75 24 11
14 67 15
94 82 15
92 62 13
99 92 18
49 93 20
14 67 15
98 94 13
36 77 12
12 27 14
1 11 10
99 65 14
15 39 10
52 93 13
56 44 15
31 29 18
12 38 11
15 39 10
66 67 18
75 24 13
14 67 20
70 71 12
4 74 20
44 13 20
49 93 15
99 65 15
97 48 11
52 93 13
55 70 19
59 14 13
75 96 12
59 14 16
7 87 13
65 79 10
8 51 11
75 24 14
66 67 11
86 26 13
56 44 19
98 94 13
98 94 18
38 45 13
66 67 20
40 5 12
31 29 18
98 94 13
19 80 10
8 97 15
59 14 16
86 26 12
98 94 18
75 10 17
96 61 16
47 33 20
56 44 19
92 62 20
56 44 10
98 94 13
52 93 11
56 44 17
99 82 14
98 94 16
40 5 15
15 39 18
12 38 14
1 11 16
47 33 20
92 62 19
60 3 15
36 77 12
15 91 18
75 24 12
52 93 19
88 58 12
38 45 15
15 91 12
92 62 12
46 74 13
15 91 10
42 64 16
15 39 11
15 91 14
2 3 20
52 93 13
98 94 18
57 36 14
23 31 20
99 92 15
15 91 17
19 80 19
32 84 14
52 93 14
99 65 14
56 44 14
14 67 12
63 27 18
36 77 12
98 94 19
75 10 14
74 88 14
12 39 18
30 47 18
39 55 19
51 17 10
35 99 13
47 33 12
14 67 19
24 59 10
23 31 15
44 13 12
4 5 11
7 87 17
4 74 19
99 92 17
23 31 18
15 91 16
38 45 18
42 64 18
36 77 11
90 87 18
56 44 17
12 27 14
35 99 17
51 36 14
98 94 19
83 28 14
2 3 18
35 99 17
8 97 18
15 73 20
35 99 19
44 13 10
55 70 19
47 33 18
75 24 20
88 58 19
96 61 10
15 39 20
75 96 18
97 48 20
3 72 17
91 56 15
54 90 17
32 84 18
54 90 13
98 94 15
56 44 17
75 96 19
90 87 11
57 36 15
56 44 16
98 94 11
14 67 14
23 31 14
98 94 14
51 17 19
32 84 16
56 44 11
98 94 12
75 96 19
36 77 16
21 84 15
12 27 19
97 48 12
32 84 15
75 24 11
86 26 12
55 70 20
39 55 16
66 67 16
54 90 17
3 93 10
1 11 16
19 80 20
12 38 20
35 99 15
30 36 20
56 44 13
90 87 11
56 44 16
30 36 15
92 62 11
75 24 10
14 67 20
24 59 11
54 90 13
23 31 17
89 25 20
75 24 13
12 38 17
36 77 10
82 1 12
15 91 18
75 24 19
72 75 14
15 39 19
21 84 13
98 94 13
89 23 18
89 23 17
34 50 18
51 36 13
6 41 15
90 87 10
51 36 20
6 41 14
12 38 15
97 48 18
33 95 12
92 62 11
14 67 13
40 89 16
24 59 16
99 65 14
23 31 15
24 64 14
51 17 13
92 62 11
12 27 13
15 91 19
88 58 20
78 48 10
40 22 18
85 99 12
19 80 11
99 65 14
72 75 11
40 5 13
15 91 10
1 11 16
23 31 10
35 99 12
52 93 16
99 92 16
83 34 16
65 79 18
17 9 14
29 37 19
82 1 12
86 26 20
89 23 17
86 26 10
54 90 19
56 44 13
12 27 20
32 84 15
12 38 20
89 25 13
78 48 10
1 11 11
8 51 15
89 25 15
99 82 19
19 80 14
40 22 18
23 31 18
54 90 13
15 39 16
15 91 20
66 67 13
96 61 20
4 74 18
86 26 17
40 22 19
19 80 18
90 87 19
35 99 17
55 70 17
42 64 19
32 84 12
74 88 14
63 27 12
54 90 19
24 59 17
83 34 15
72 86 11
19 80 17
92 62 17
56 44 17
6 41 20
69 83 15
23 31 19
12 27 11
89 25 16
12 27 18
51 36 14
89 25 18
55 70 17
75 24 14
83 34 15
90 87 11
23 31 15
75 24 19
94 82 19
75 96 18
65 79 11
52 93 20
29 37 15
63 27 13
86 26 16
98 94 12
98 94 20
12 27 15
59 14 20
75 24 19
75 24 20
90 87 12
4 5 17
8 97 13
15 91 19
99 65 12
14 67 11
2 3 13
89 25 15
51 17 10
2 3 14
16 23 10
34 1 19
69 83 19
12 39 13
99 92 11
89 25 10
33 95 15
4 74 11
56 44 12
16 23 12
1 11 15
1 11 10
4 74 13
7 87 19
75 96 11
15 39 16
15 39 16
7 87 11
75 24 20
98 94 16
31 29 19
24 59 14
12 27 14
83 34 19
99 92 13
34 1 11
12 38 17
63 27 12
23 31 11
3 93 20
8 97 12
86 26 11
83 34 20
52 93 12
38 3 20
72 75 12
15 91 11
56 44 10
72 86 15
15 91 20
36 77 14
89 25 18
98 94 20
78 48 13
49 93 19
7 87 13
15 39 14
29 37 11
52 93 19
15 91 17
98 94 13
15 91 18
36 77 11
23 31 14
31 29 17
69 83 18
15 91 12
24 64 19
75 10 15
12 38 10
97 48 13
99 65 15
57 36 12
92 62 14
51 17 10
35 99 17
23 31 15
59 14 20
89 25 14
82 1 20
89 25 13
52 93 19
19 80 16
56 44 11
70 71 20
78 48 18
56 44 13
12 27 16
89 25 16
12 27 15
15 39 19
72 75 14
16 23 12
1 11 15
23 31 16
12 27 18
15 39 14
15 91 15
17 9 11
83 34 18
24 64 10
39 55 10
4 5 10
97 48 20
75 24 11
7 87 15
35 99 14
96 61 13
4 5 18
99 92 12
82 1 12
12 27 17
19 80 12
59 14 13
3 93 18
40 5 18
97 48 20
36 77 15
89 25 11
57 36 10
54 90 10
97 48 13
59 14 12
44 13 16
92 62 11
12 27 16
99 92 16
60 3 16
63 27 13
36 77 14
12 27 13
89 25 14
86 26 12
75 10 18
44 68 17
75 96 11
8 51 15
75 10 19
92 62 12
99 65 10
20 0 12
75 24 13
86 26 15
23 31 11
32 84 14
29 37 15
88 58 20
1 11 18
70 71 20
40 22 10
15 39 11
23 31 13
56 44 20
15 91 17
23 31 19
75 24 10
69 83 13
23 31 10
99 65 20
19 80 13
70 71 11
40 89 18
30 47 10
19 80 18
52 93 15
33 95 13
30 47 18
21 84 20
57 36 16
38 45 16
89 25 18
15 91 19
92 62 12
12 27 17
59 14 11
99 65 10
89 25 18
23 31 18
12 27 20
23 31 12
75 24 11
30 47 14
44 68 19
76 34 12
69 83 19
24 64 10
98 94 14
57 36 10
88 58 15
75 24 20
40 5 16
52 93 17
55 70 16
32 84 16
59 14 18
30 47 10
83 34 16
89 25 18
56 44 19
47 33 13
4 5 11
24 64 10
38 45 19
40 89 12
34 1 10
30 47 15
35 99 16
52 93 19
1 11 10
15 39 15
4 74 17
